Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
2018-01-19 04:41:40,602 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.213.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.36107152821529.213.PERMIT.-1062728950, getLastAccessTime=1516336900, augmentations={}}], getPoolName=acl.flow.priorities.pool.36107152821529.213.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,631 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.213.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.36107152821529.213.PERMIT, getPoolName=acl.flow.priorities.pool.36107152821529.213.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,685 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.213.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.36107152821529.213.DENY.-1062728950, getLastAccessTime=1516336900, augmentations={}}], getPoolName=acl.flow.priorities.pool.36107152821529.213.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,713 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.213.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.36107152821529.213.DENY, getPoolName=acl.flow.priorities.pool.36107152821529.213.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,768 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.243.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.36107152821529.243.PERMIT.-1062728950, getLastAccessTime=1516336900, augmentations={}}], getPoolName=acl.flow.priorities.pool.36107152821529.243.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,796 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.243.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.36107152821529.243.PERMIT, getPoolName=acl.flow.priorities.pool.36107152821529.243.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,852 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.243.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.36107152821529.243.DENY.-1062728950, getLastAccessTime=1516336900, augmentations={}}], getPoolName=acl.flow.priorities.pool.36107152821529.243.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,267 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.36107152821529.243.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.36107152821529.243.DENY, getPoolName=acl.flow.priorities.pool.36107152821529.243.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,492 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.213.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.97700691043980.213.PERMIT.-1062728950, getLastAccessTime=1516336901, augmentations={}}], getPoolName=acl.flow.priorities.pool.97700691043980.213.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,541 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.213.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.97700691043980.213.PERMIT, getPoolName=acl.flow.priorities.pool.97700691043980.213.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,644 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.213.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.97700691043980.213.DENY.-1062728950, getLastAccessTime=1516336901, augmentations={}}], getPoolName=acl.flow.priorities.pool.97700691043980.213.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,691 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.213.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.97700691043980.213.DENY, getPoolName=acl.flow.priorities.pool.97700691043980.213.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,766 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.243.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.97700691043980.243.PERMIT.-1062728950, getLastAccessTime=1516336901, augmentations={}}], getPoolName=acl.flow.priorities.pool.97700691043980.243.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,767 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.243.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.97700691043980.243.PERMIT, getPoolName=acl.flow.priorities.pool.97700691043980.243.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,974 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.243.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.97700691043980.243.DENY.-1062728950, getLastAccessTime=1516336901, augmentations={}}], getPoolName=acl.flow.priorities.pool.97700691043980.243.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:41,974 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.97700691043980.243.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.97700691043980.243.DENY, getPoolName=acl.flow.priorities.pool.97700691043980.243.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,070 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.213.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.233226430085711.213.PERMIT.-1062728950, getLastAccessTime=1516336901, augmentations={}}], getPoolName=acl.flow.priorities.pool.233226430085711.213.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,104 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.213.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.233226430085711.213.PERMIT, getPoolName=acl.flow.priorities.pool.233226430085711.213.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,104 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.213.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.233226430085711.213.DENY.-1062728950, getLastAccessTime=1516336902, augmentations={}}], getPoolName=acl.flow.priorities.pool.233226430085711.213.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,196 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.213.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.233226430085711.213.DENY, getPoolName=acl.flow.priorities.pool.233226430085711.213.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,241 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.243.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.233226430085711.243.PERMIT.-1062728950, getLastAccessTime=1516336902, augmentations={}}], getPoolName=acl.flow.priorities.pool.233226430085711.243.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,265 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.243.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.233226430085711.243.PERMIT, getPoolName=acl.flow.priorities.pool.233226430085711.243.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,333 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.243.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.233226430085711.243.DENY.-1062728950, getLastAccessTime=1516336902, augmentations={}}], getPoolName=acl.flow.priorities.pool.233226430085711.243.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,390 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.233226430085711.243.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.233226430085711.243.DENY, getPoolName=acl.flow.priorities.pool.233226430085711.243.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,649 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.198351090090533.213.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.198351090090533.213.PERMIT.-1062728950, getLastAccessTime=1516336902, augmentations={}}], getPoolName=acl.flow.priorities.pool.198351090090533.213.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,679 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.198351090090533.213.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.198351090090533.213.PERMIT, getPoolName=acl.flow.priorities.pool.198351090090533.213.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:42,707 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.198351090090533.213.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.198351090090533.213.DENY.-1062728950, getLastAccessTime=1516336902, augmentations={}}], getPoolName=acl.flow.priorities.pool.198351090090533.213.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
